Source / mod JAR,Namespace,Advancement ID,Native title,Native description / source meaning,Trigger surface,Frame,Parent,Completion significance,Proposed presenter,Proposed INCLUDE/EXCLUDE,Proposal rationale / exclusion reason,Presenter rationale,Reserved by V5 quest (fill after detectors are pinned),Overlord override,Overlord presenter override,Overlord notes
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/haunted_house,Invitation to the Tea Party,Accept the invitation to the house in the woods.,location,task,graveyard:graveyard/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/kill_acolyte_bone_dagger,Turning the tables,Kill an acolyte with a bone dagger.,graveyard:killed_by_bone_dagger,task,graveyard:graveyard/haunted_house,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/kill_graveyard_mob,Stay dead,Kill a graveyard mob.,player_killed_entity,task,graveyard:graveyard/root,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/kill_horde,Walking Dead,"Decimate a graveyard horde, spawning at night.",graveyard:kill_horde,task,graveyard:graveyard/kill_graveyard_mob,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/kill_while_blinded,"Peekaboo, I (still) see you!",Kill a nightmare while under the blindness effect.,graveyard:kill_while_blinded,task,graveyard:graveyard/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/kill_wraith,Taking from the Dead,Summon a wraith by desecrating its coffin.,graveyard:spawn_wraith,task,graveyard:graveyard/crypt,,Lestat,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/large_graveyard,Disturbing the Dead II,Enter a large graveyard.,location,task,graveyard:graveyard/medium_graveyard,,Mortis,INCLUDE,place/structure discovery (Q210),event theme (Q212),,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/lich_prison,Cursed Island,Find the altar of the lich.,location,task,graveyard:graveyard/upper_bone_staff,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/lower_bone_staff,Broken Parts I,Collect the lower piece of the bone staff.,inventory_changed,task,graveyard:graveyard/vial_of_blood,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/medium_graveyard,Disturbing the Dead I,Enter a medium graveyard.,location,task,graveyard:graveyard/root,,Mortis,INCLUDE,place/structure discovery (Q210),event theme (Q212),,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/middle_bone_staff,Broken Parts II,Collect the middle piece of the bone staff.,inventory_changed,task,graveyard:graveyard/vial_of_blood,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/purple_bone_staff,Staff of Xaphnok'gul,Attain the Staff of Xaphnok'gul.,inventory_changed,task,graveyard:graveyard/summon_lich,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/red_bone_staff,Staff of Azrata'gul,Attain the Staff of Azrata'gul.,inventory_changed,task,graveyard:graveyard/summon_lich,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/root,Gravedigger,Find a small grave.,location,task,,,Mortis,INCLUDE,domain entry milestone (Q210),event theme (Q212),,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/summon_lich,Wrath of the Lich,Summon the Lich at an altar with a full vial of blood and all three bone staff pieces at night.,summoned_entity,task,graveyard:graveyard/lich_prison,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/upper_bone_staff,Broken Parts III,Collect the upper piece of the bone staff.,inventory_changed,task,graveyard:graveyard/vial_of_blood,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/vial_of_blood,"Blood ""Donation""","Collect blood from villagers, using an empty glass bottle and a bone dagger.",inventory_changed,task,graveyard:graveyard/root,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/white_bone_staff,Staff of Zatraq'gul,Attain the Staff of Zatraq'gul.,inventory_changed,task,graveyard:graveyard/summon_lich,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,graveyard:graveyard/wraith_dim_light,Who turned the lights off?,Witness a wraith extinguish a light source.,graveyard:dim_light,task,graveyard:graveyard/crypt,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
YungsBetterDungeons-1.20-Forge-4.0.4.jar,betterdungeons,betterdungeons:all_dungeons,Professional Dungeoneer,Explore all of the Better Dungeons!,yungsapi:structure_location,task,betterdungeons:root,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
YungsBetterDungeons-1.20-Forge-4.0.4.jar,betterdungeons,betterdungeons:skeleton_dungeon,A Bone to Pick,Enter a Fortress of the Undead,yungsapi:structure_location,task,betterdungeons:root,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
YungsBetterDungeons-1.20-Forge-4.0.4.jar,betterdungeons,betterdungeons:small_dungeon,Quite the Renovation,Find an upgraded Monster Room,yungsapi:structure_location,task,betterdungeons:root,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
YungsBetterDungeons-1.20-Forge-4.0.4.jar,betterdungeons,betterdungeons:spider_dungeon,Cobweb Entanglement,Discover a Spider Cave,yungsapi:structure_location,task,betterdungeons:root,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
YungsBetterDungeons-1.20-Forge-4.0.4.jar,betterdungeons,betterdungeons:zombie_dungeon,When in Rome,Set foot in a Catacomb,yungsapi:structure_location,task,betterdungeons:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar,minecraft,minecraft:nether/find_fortress,advancements.nether.find_fortress.title,advancements.nether.find_fortress.description,yungsapi:structure_location,task,minecraft:nether/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
artifacts-forge-9.5.19.jar,artifacts,artifacts:amateur_archaeologist,Amateur Archaeologist,Find an Artifact,inventory_changed,task,minecraft:adventure/root,,Historian,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
artifacts-forge-9.5.19.jar,artifacts,artifacts:chest_slayer,Chest Slayer,Kill a Mimic,player_killed_entity,task,artifacts:amateur_archaeologist,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/bio_forge,Organic Smithing,"You dreamt of a Bio-Construct weaving organic parts together into intricate semi-living things... You don't know when, but you built it.",inventory_changed,goal,biomancy:biomancy/living_flesh,,Giblet the Sixth,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/bio_injector,Injections,Craft a Injector to be able to forcefully inject Serums into all living things.,inventory_changed,task,biomancy:biomancy/bio_lab,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/bio_lab,Is this still Alchemy?,"You had an epiphany, why use crude inorganic tools to brew potions if an Bio-Construct can do it better. No longer do you need to mix or adjust the heat by yourself.",inventory_changed,challenge,biomancy:biomancy/bio_forge,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/cradle,Cradle of Life,The Primordial Core is whispering of a bowl filled with life... build the flesh construct and feed it with organic materials.,placed_block,task,biomancy:biomancy/primal_vision,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/decomposer,Munch & Crunch,You suddenly feel disgusted by the composter. You should use a semi-living construct to decompose things into their base parts.,inventory_changed,task,biomancy:biomancy/living_flesh,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/digester,Yummy Paste,You feel tired of feeding your Bio-Constructs with poor quality food. You have the urge to produce a nutrients enriched yellow-green paste.,inventory_changed,challenge,biomancy:biomancy/bio_forge,,Gristle,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/exotic_compounds,Exotic Bio-Alchemy,Combine organic things with exotic compounds to create cures and cleansing fluids.,inventory_changed,task,biomancy:biomancy/organic_compounds,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/genetic_compounds,Genetic Bio-Alchemy,Combine organic things with genetic compounds to create fluids that influence growth and fertility.,inventory_changed,task,biomancy:biomancy/organic_compounds,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/greedy_butcher,Greedy Butcher,You've acquired a taste for organic trinkets. Craft the plundering Sickle to get them fresh from your victims death.,inventory_changed,task,biomancy:biomancy/primal_vision,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/healing_activator_sacrifice,Healing Activator,"It's seems like items rich in life energy are needed. Jumpstart the process with a few healing/regen potions, other special foods or artifacts containing health properties.",biomancy:sacrificed_item,task,biomancy:biomancy/cradle,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/living_flesh,Betrayal of Life,Kill a innocent Flesh Blob to progress further. Twist their essence to your will..,player_killed_entity,challenge,biomancy:biomancy/empty_after_cradle,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/malignant_growth,Malignant Growth,Cultivate a flesh mound and harvest it's flesh. Excessively use your cradle or sacrifice items that contain superior life energy.,inventory_changed,task,biomancy:biomancy/empty_after_cradle,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/organic_compounds,Organic Bio-Alchemy,Combine various organic secretions and substances to create Compounds and Serums.,inventory_changed,task,biomancy:biomancy/bio_lab,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/predator_killer,Predator Killer,Hunt predators and collect their fangs and claws.,inventory_changed,challenge,biomancy:biomancy/greedy_butcher,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/primal_orifice,Trypophobia?,Explore your flesh mound and harvest flesh blocks perforated with many holes.,inventory_changed,challenge,biomancy:biomancy/malignant_growth,,Gristle,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/raw_meat_collection,Collector of Raw Meats,"Collect each type of prime meat. Pork, beef, chicken and mutton reflect their source. Primeval whispers of absurdity. You need to catch them all!",inventory_changed,challenge,biomancy:biomancy/root,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/raw_meat_sacrifice,Tartar Delight,Serve raw meat to the Primordial Cradle.,biomancy:sacrificed_item,task,biomancy:biomancy/cradle,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
biomancy-forge-1.20.1-2.9.0.1-alpha.0.jar,biomancy,biomancy:biomancy/root,Whispers in the Meat,"You feel a presence in the flesh, faint whispers reach your ears:",inventory_changed,task,,,Gnarl,INCLUDE,domain entry milestone (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:die_boss,Bosses' Rise,Die fighting a Boss,entity_killed_player,task,,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:kill_all_bosses,Unbound,Defeat all Bosses,player_killed_entity,challenge,block_factorys_bosses:kill_boss_under_minute,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:kill_boss_under_minute,Overclocker,Defeat a Boss under a minute,impossible,challenge,block_factorys_bosses:die_boss,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:kill_dragon,Dragon Slayer,"Defeat Ashlord, the Infernal Dragon",player_killed_entity,task,block_factorys_bosses:die_boss,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:kill_kraken,Terror of the Depths,"Defeat Nerakyss, the Kraken",player_killed_entity,task,block_factorys_bosses:die_boss,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:kill_sandworm,The Beast Below,"Defeat Sirok, the Sandworm",player_killed_entity,task,block_factorys_bosses:die_boss,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:kill_underworld_knight,Back Into Hell!,"Defeat Helvar, the Underworld Knight",player_killed_entity,task,block_factorys_bosses:die_boss,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:kill_yeti,Lost in the Snow,"Defeat Skor, the Yeti",player_killed_entity,task,block_factorys_bosses:die_boss,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:no_hit_dragon,Dragon Hunter,Kill the Infernal Dragon without getting hit,impossible,challenge,block_factorys_bosses:kill_dragon,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:no_hit_kraken,Wraith of the Tide,"Kill Nerakyss, the Kraken, without getting hit",impossible,challenge,block_factorys_bosses:kill_kraken,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:no_hit_sandworm,Desert Power,"Kill Sirok, the Sandworm, without getting hit",impossible,challenge,block_factorys_bosses:kill_sandworm,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:no_hit_underworld_knight,Beyond Death,Kill the Underworld Knight without getting hit,impossible,challenge,block_factorys_bosses:kill_underworld_knight,,Mortis,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
block_factorys_bosses-2.1.2-forge-1.20.1.jar,block_factorys_bosses,block_factorys_bosses:no_hit_yeti,King of the Hill,Kill Skor without getting hit,impossible,challenge,block_factorys_bosses:kill_yeti,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
born_in_chaos_[Forge]1.20.1_1.7.5.jar,born_in_chaos_v1,born_in_chaos_v1:arachnophobes_nightmare,Arachnophobe's Nightmare,Kill Spiders Mother,impossible,goal,born_in_chaos_v1:bornin_chaos,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
born_in_chaos_[Forge]1.20.1_1.7.5.jar,born_in_chaos_v1,born_in_chaos_v1:big_boy,Big Boy,Kill the Dire Hound Leader,impossible,goal,born_in_chaos_v1:bornin_chaos,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
